name,hidden_dim,num_layers,lr,dropout,bidirectional,window_size,ExactMatch,Macro F1,Micro F1,Duration,Device,Status,Focal_Alpha,Focal_Gamma,Loss_Type
LSTM-Medium-LR1e4-W100,128,2,0.0001,0.3,True,100,99.5677607563424,99.88623576635672,99.88510880310855,1450.59s,cuda:0,Success,0.75,1.0,Focal
LSTM-Medium-LR1e4-W100,128,2,0.0001,0.3,True,100,99.61052647656352,99.89697912864602,99.89654395736542,1461.66s,cuda:0,Success,0.5,5.0,Focal
LSTM-Medium-LR1e4-W100,128,2,0.0001,0.3,True,100,99.63190933667406,99.90187241701986,99.9015041612583,1468.72s,cuda:0,Success,0.5,2.0,Focal
LSTM-Medium-LR1e4-W100,128,2,0.0001,0.3,True,100,99.63649137812487,99.90342001475238,99.90302678598698,1456.78s,cuda:0,Success,0.5,3.0,Focal
LSTM-Medium-LR1e4-W200,128,2,0.0001,0.3,True,200,99.47917462160001,99.84512606117386,99.8502925405967,1573.17s,cuda:0,Success,0.75,5.0,Focal
LSTM-Medium-LR1e4-W200,128,2,0.0001,0.3,True,200,99.51583095321699,99.85311778679764,99.85906724669343,1563.27s,cuda:0,Success,0.75,2.0,Focal
LSTM-Medium-LR1e4-W200,128,2,0.0001,0.3,True,200,99.50666687031328,99.85142378479107,99.85715922545162,1574.01s,cuda:0,Success,0.75,3.0,Focal
LSTM-Medium-LR1e4-W200,128,2,0.0001,0.3,True,200,99.5234676889716,99.85447069847176,99.8605907134318,1566.96s,cuda:0,Success,0.75,1.0,Focal
LSTM-Medium-LR1e4-W200,128,2,0.0001,0.3,True,200,99.52346768897132,99.8546065801579,99.86173284646999,1601.00s,cuda:0,Success,0.5,5.0,Focal
LSTM-Medium-LR1e4-W200,128,2,0.0001,0.3,True,200,99.5295770775746,99.85600714491983,99.86286980270822,1629.50s,cuda:0,Success,0.5,2.0,Focal
LSTM-Medium-LR1e4-W200,128,2,0.0001,0.3,True,200,99.54179585478049,99.85906440376124,99.86630811777107,1630.78s,cuda:0,Success,0.5,3.0,Focal
LSTM-Medium-LR1e4-W500,128,2,0.0001,0.3,True,500,99.23938111893492,99.7572360988625,99.76597453252266,3092.44s,cuda:0,Success,0.75,5.0,Focal
